259.22,131.48,28.63,26.58
256.74,127.83,28.11,26.1
NaN,NaN,NaN,NaN
258,129,27,21
260.53,130.71,26.93,20.94
261.94,132.18,26.81,20.85
261.47,129.75,27.02,21.01
261.05,128.31,27,21
262.36,133.46,27.09,21.06
263.58,137.98,26.63,20.71
260.89,133.14,26.71,20.77
258.28,129.3,26.86,20.89
258.98,132.55,27.13,21.11
260.59,134.67,27.1,21.07
259.24,129.29,26.68,20.75
257.38,124.07,27.14,21.11
259.8,126.17,27.06,21.04
264.23,131.02,26.94,20.95
266.08,130.66,26.99,20.99
266.89,130.03,27.09,21.07
269.72,132.39,26.72,20.78
NaN,NaN,NaN,NaN
271,131,26,24
269.75,128.9,26.15,24.14
269.1,127.87,26.12,24.11
267.39,126.53,26.24,24.23
263.91,125.38,26.33,24.31
262.22,127.53,26.34,24.32
260.83,127.74,26.25,24.23
258.96,122.11,26.08,24.07
258.45,118.66,26.54,24.5
261.04,123.55,26.46,24.43
263.53,129.66,26.37,24.35
264.52,132.4,26.1,24.09
264.92,134.02,26.33,24.3
266.56,138.44,26.19,24.18
268.78,141.17,26.05,24.05
269.73,140.81,25.94,23.94
270.11,140.04,26.16,24.15
271.2,143.87,26,24
272.13,147,25.83,23.84
270.76,145.98,25.78,23.79
269.56,142.9,25.68,23.71
269.65,139.95,25.94,23.95
270.73,134.29,25.82,23.83
271.35,128.06,26.17,24.17
272.55,125,26.32,24.3
273.29,125.79,26.34,24.31
272.18,128.45,26.19,24.18
270.69,131,26.13,24.13
269.31,133.46,25.72,23.74
268.56,137.11,25.78,23.8
267.86,140.53,25.61,23.64
267.34,145.72,25.51,23.55
266.08,150.47,25.47,23.52
264.56,153.49,25.32,23.37
262.48,155.34,25.42,23.47
260.85,156.41,25.41,23.46
259.77,156.42,25.22,23.29
259.45,153.31,25.2,23.27
259.23,148.31,25.41,23.45
259.33,147.14,25.41,23.46
259.89,147.35,25.14,23.21
259.75,146.28,25.18,23.24
259.88,147.87,25.24,23.31
259.99,151.56,25.11,23.18
258.24,152.69,25.1,23.17
255.45,149.69,25.01,23.09
254.92,147.68,25.26,23.31
257.5,141.16,25.27,23.32
259.54,138.75,25.12,23.19
261.73,141.74,25.25,23.29
263.31,149.36,25.16,23.23
262.07,153.59,25,23.08
259.01,153.52,24.84,22.93
256.17,153.72,25.15,23.21
254.81,154.36,24.98,23.05
254.79,153.34,24.83,22.93
254.23,151.48,24.75,22.85
253.32,146.88,24.81,22.91
252.96,142.94,24.97,23.05
254.2,140.4,24.78,22.87
255.32,138.03,24.9,22.99
255.98,134.78,24.76,22.85
256.86,133.92,24.73,22.83
257.2,135.8,24.79,22.88
256.62,139.13,24.64,22.73
255.63,141.82,24.61,22.71
255.19,144,24.55,22.66
254.87,145.36,24.48,22.59
254.24,144.4,24.5,22.62
254.11,144,24.36,22.47
255.31,145.41,24.39,22.5
256.02,147.42,24.35,22.47
255.91,147.35,24.31,22.44
255.93,144.65,24.39,22.51
257.76,141.77,24.3,22.43
260.35,138.86,24.38,22.51
263.32,135.91,24.43,22.55
267.6,133.93,24.4,22.52
273.47,133.98,24.31,22.44
278.81,133.16,24.46,22.57
283.58,130.86,24.41,22.53
288.07,130.37,24.58,22.69
292.24,131.5,24.51,22.62
294.77,132.56,24.59,22.69
295.64,132.44,24.71,22.81
295.54,130.88,24.62,22.72
295.37,131.81,24.82,22.91
295.02,133.53,24.69,22.78
294.35,132.22,24.68,22.77
293.89,132.17,24.74,22.84
294.28,134.82,24.92,23
294.61,139.51,24.78,22.86
294.19,141.42,24.75,22.84
293.39,139.94,24.64,22.75
293.46,136.49,24.63,22.73
294.76,133.96,24.92,23
296.26,134.13,24.99,23.06
296.78,131.88,25.05,23.12
296.86,129.89,25.16,23.23
296.54,130.6,25.08,23.15
295.78,131.61,25.36,23.4
295.48,133.03,25.36,23.4
294.82,133.02,25.4,23.44
294.55,135.63,25.42,23.47
294.51,139.37,25.53,23.57
293.52,141.1,25.42,23.47
292.83,142.74,25.41,23.45
291.69,142.45,25.46,23.5
290.9,139.76,25.51,23.54
291.11,138.53,25.47,23.51
291.13,136.71,25.55,23.59
290.79,135.4,25.62,23.65
290.17,135.72,25.9,23.9
289.72,138.46,25.78,23.8
289.1,141.26,25.82,23.84
288.14,143.09,25.69,23.71
287.56,140.81,25.89,23.9
287.52,139.61,26.04,24.04
289.39,141.32,25.99,23.99
290.04,139.43,26.08,24.08
289.91,136.76,26.12,24.11
290.67,136.17,26.39,24.36
291.57,136.79,26.18,24.16
291.2,137.18,26.38,24.35
289.67,135.5,26.5,24.46
288.73,134.49,26.69,24.64
288.04,134.42,26.71,24.65
287.06,135.33,26.72,24.66
285.65,137.98,26.91,24.84
283.7,139.6,26.88,24.82
281.7,137.24,27.05,24.96
281,136.52,27.3,25.2
281.29,136.29,27.29,25.2
281.79,135.38,27.36,25.25
282.51,135.28,27.58,25.46
283.15,135.78,27.86,25.72
282.72,136.05,27.9,25.76
282.18,136.76,28.03,25.87
282.18,137.69,28.1,25.94
282.21,138.22,28.3,26.13
282.01,137.53,28.13,25.97
281.67,139.15,28.38,26.21
282.09,142.85,28.32,26.15
281.92,143.17,28.49,26.31
281.15,142.07,24.56,22.38
280.98,138.44,25.03,22.79
282.59,137.47,25.11,22.88
284.16,137.86,25.14,22.9
284.79,138.17,25.24,22.99
285.26,138.21,25.28,23.03
285.1,135.27,25.31,23.06
284.8,130.06,25.4,23.14
285.26,122.11,25.37,23.11
287.46,115.44,25.89,23.59
291.56,112.95,25.64,23.36
292.75,109.82,25.65,23.37
292.09,110.87,25.8,23.51
290.71,111.05,25.98,23.67
290.34,110.87,25.94,23.64
291.28,111.19,25.9,23.61
291.72,110.95,25.92,23.61
291.71,109.15,26.22,23.88
292.6,108.96,26.14,23.81
293.3,108.49,26.49,24.14
293.4,106.55,26.53,24.17
293.5,103.93,26.66,24.3
293.7,103.12,26.77,24.39
294.38,104.74,26.15,23.83
294.86,106.41,26.06,23.74
294.77,105.92,26.06,23.74
293.73,105.36,26.24,23.91
291.97,107.06,26.31,23.97
289.63,109.24,26.12,23.8
286.31,111.35,26.16,23.84
283.18,111.01,26.13,23.81
280.79,108.92,26.25,23.92
279.11,105.63,26.15,23.83
277.21,101.86,26.21,23.88
275.91,99.808,26.45,24.102
275.87,100.21,26.19,23.85
276,100.86,26.07,23.74
273.68,101.5,25.92,23.62
269.37,100.89,25.94,23.63
264.42,104.39,26.3,23.97
259.75,107.94,26.18,23.85
254.54,109.23,26.03,23.71
249.5,110.7,26.26,23.93
245.65,111.16,26.61,24.24
242.7,112.23,26.33,23.98
239.84,111.76,26.26,23.92
237.12,111.76,26.48,24.12
234.93,109.37,26.52,24.17
233.33,105.56,26.79,24.42
233.35,101.69,27.1,24.69
233.46,96.929,27.16,24.751
234.84,96.533,26.98,24.587
234.8,94.777,26.97,24.573
231.65,92.035,27.34,24.905
229.06,92.934,27.21,24.786
226.53,94.415,27.28,24.855
225.58,88.264,27.51,25.066
227.59,82.795,27.3,24.885
230.6,75.56,27.63,25.18
235.66,73.529,27.65,25.2
240.89,73.574,27.55,25.1
245.27,72.906,27.66,25.198
246.92,75.55,27.5,25.05
247.31,78.917,27.39,24.953
246.52,85.436,26.98,24.584
245.11,89.298,26.54,24.192
242.76,93.833,26.55,24.197
241.06,100.74,26.77,24.39
239.62,104.16,26.47,24.11
237.4,105.91,26.54,24.18
237.67,108.18,26.4,24.06
238.63,111.57,26.34,24
238.38,111.67,26.53,24.17
236.96,108.8,26.33,23.99
235.31,103.6,26.42,24.07
235.19,98.085,26.7,24.335
235.23,91.044,27.15,24.736
235.85,83.823,27.03,24.637
237.1,78.297,27.18,24.763
239.27,76.029,27.34,24.921
241.59,78.07,27.49,25.05
243.35,82.389,27.35,24.921
242.98,86.275,27,24.605
240.63,87.152,27.13,24.718
239.75,89.287,27.53,25.083
240.02,91.655,27.42,24.985
239.7,90.533,27.26,24.837
239.12,88.658,27.3,24.872
239.81,86.967,27.61,25.153
241.95,88.067,27.28,24.853
243.02,86.199,27.32,24.891
242.94,82.112,27.69,25.228
243.91,80.162,27.49,25.038
245.74,79.849,27.48,25.041
246.08,76.752,27.51,25.068
245.86,71.964,27.12,24.709
245.97,71.141,27.36,24.93
246.75,76.293,27.38,24.957
245.95,77.177,27.64,25.183
245.02,77.172,27.62,25.158
245.95,79.004,27.46,25.026
247.71,85.721,27.37,24.939
248.51,92.42,27.05,24.64
247.77,98.159,27.23,24.811
246.4,100.48,27.35,24.92
245.62,101.85,26.86,24.47
245.43,99.302,26.94,24.558
245.2,95.133,26.92,24.527
245.63,91.774,27.06,24.656
246.87,91.049,27.59,25.141
248.69,91.054,27.87,25.386
249.86,91.29,27.56,25.12
250.14,89.539,27.66,25.211
250.36,88.529,27.74,25.281
249.48,84.863,27.47,25.037
247.36,79.655,27.75,25.285
245.62,73.965,27.97,25.484
244.07,67.748,28.1,25.605
242.91,64.475,28.27,25.758
241.98,62.355,28.32,25.809
241.98,62.069,28.34,25.819
242.96,63.048,28.24,25.737
244.56,64.691,28.28,25.768
246.87,67.758,28.31,25.802
249.49,75.204,27.88,25.406
251.61,85.479,27.54,25.091
252.1,93.666,27.32,24.894
250.82,99.666,27.37,24.944
248.81,105.78,26.77,24.39
246.15,109.79,26.64,24.28
245,113.91,26.62,24.26
246.03,119.25,26.39,24.05
246.84,122.11,26.5,24.15
247.06,122.89,26.35,24.01
248.22,122.69,26.01,23.7
249.96,120.9,25.87,23.57
251.92,118.6,26.16,23.84
253.85,116.71,26,23.69
255.96,115.07,25.88,23.57
257.56,115.98,25.73,23.44
258.51,113.66,25.75,23.46
258.77,109.66,25.86,23.56
260.22,109.66,25.73,23.43
261.94,111.97,25.84,23.55
260.38,119.14,25.73,23.43
255.71,126.34,25.57,23.3
255.67,127.7,25.54,23.27
255.63,133.08,25.48,23.21
254.39,137.91,25.6,23.32
255.32,141.88,25.71,23.42
258.09,148.8,25.81,23.52
258.53,151.8,25.62,23.34
256.92,159.06,25.95,23.65
254.48,165.5,25.71,23.43
252.64,175.41,25.95,23.64
251.6,184.14,25.54,23.27
250.68,191.11,25.72,23.43
251.82,201.82,25.66,23.37
253.51,205.93,25.62,23.34
252.14,203.81,25.75,23.46
252.96,202.87,25.67,23.39
255.1,196.62,25.78,23.49
257.3,195.72,25.91,23.6
258.89,195.22,25.92,23.6
259.78,192.56,25.86,23.56
259.87,189.21,26.06,23.74
259.95,189.85,26.23,23.89
258.29,192.53,26.25,23.91
256.38,193.55,26.25,23.91
256.62,189.98,26.17,23.84
256.49,187.74,25.91,23.6
255.62,184.87,25.9,23.6
254.83,180.81,25.74,23.45
253.12,173.97,25.69,23.41
251.66,168.17,26.04,23.73
251.64,164.55,26.15,23.82
251.67,162.77,26.22,23.89
250.02,159.92,26.1,23.79
247.99,158.93,25.99,23.67
248.09,162.23,26.06,23.75
247.9,166.86,25.96,23.66
245.8,167.78,26.09,23.77
244.78,170.56,25.84,23.55
245.61,172.94,25.91,23.6
246.87,176.08,25.75,23.45
247.73,178.49,25.84,23.54
248.95,181.82,25.56,23.29
249.76,183.3,25.48,23.21
249.66,185.32,25.56,23.28
249.03,186.82,25.68,23.4
248.7,188.59,25.57,23.28
249.09,190.52,25.76,23.47
249.72,190.62,25.68,23.39
250.6,186.09,25.99,23.67
252.39,186.34,25.8,23.5
253.89,185.89,25.6,23.31
253.64,184,25.39,23.14
253.62,183.49,25.31,23.06
254.58,186.07,25.45,23.19
254.82,187.48,25.25,23.01
254.08,188.19,25.1,22.86
254.28,188.27,25.28,23.03
254.89,187.95,25.27,23.02
255.4,187.6,25.52,23.24
255.99,187.8,25.68,23.4
257.58,187.74,25.76,23.47
259.38,187.05,25.5,23.23
259.57,184.62,25.24,22.99
259.28,180.87,25.51,23.24
260.33,179.19,25.43,23.16
262.22,179.86,25.51,23.23
262.49,177.63,25.56,23.28
262.99,178.56,25.44,23.17
262.99,181.35,25.54,23.27
262.28,181.68,25.5,23.23
260.69,179.43,25.4,23.14
259.36,180,25.41,23.14
258.53,181.21,25.54,23.26
258.28,181.28,25.35,23.1
257.99,180.43,25.2,22.96
257.92,180.46,25.25,23
258.9,182.1,25.48,23.21
259.94,182.72,25.12,22.89
259.26,180.66,25.25,23.01
259.51,180.01,25.1,22.87
260.22,180.01,25.3,23.05
260.15,179.24,25.28,23.02
260.05,179.71,25.26,23.02
260.6,182.3,25.32,23.07
260.35,182.74,25.43,23.16
258.71,181.77,25.39,23.13
257.88,181.29,25.42,23.15
258.13,179.28,25.45,23.19
257.77,177.2,25.47,23.21
257.61,177.21,25.62,23.35
258.25,178.93,25.75,23.46
257.88,179.33,25.6,23.32
257.37,181.31,25.67,23.39
258,184.33,25.81,23.51
258.93,187.79,25.76,23.47
258.84,191.18,25.72,23.43
254.43,190.68,25.6,23.33
250.91,193.34,25.81,23.51
249.25,195.71,25.67,23.39
249.47,196.06,25.69,23.41
250.84,192.7,25.55,23.28
252.17,187.19,25.82,23.51
253.37,187.53,25.91,23.61
253.54,187.14,25.83,23.53
252.73,184.81,25.89,23.58
251.48,177.44,26.14,23.82
249.75,171.3,26.32,23.98
250.32,166.82,26.38,24.03
252.9,167.97,26.45,24.11
254.65,171.73,26.38,24.03
254.27,172.47,26.49,24.14
254.22,171.59,26.15,23.83
254.23,170.15,26.44,24.09
254.54,171.05,26.38,24.03
254.26,169.98,26.27,23.93
252.84,169.48,26.41,24.06
251.12,170.29,26.35,24.01
248.94,173.18,26.17,23.84
247.61,176.22,26,23.69
245.33,175.52,26.05,23.74
243.33,172.33,26.08,23.76
242.74,168.17,26.03,23.72
243.17,163.61,25.81,23.52
243.55,160.55,25.92,23.62
244.04,158.84,25.9,23.59
244.85,159.56,25.84,23.54
244.2,161.71,25.75,23.45
242.87,165.99,25.7,23.42
242.25,168.03,25.73,23.43
241.67,168.8,25.58,23.31
241.7,169.17,25.68,23.39
242.18,171.14,25.75,23.46
241.82,171.24,25.79,23.49
240.74,169.49,26.02,23.71
240.24,167.74,26.11,23.79
240.29,168.14,26.03,23.72
240.16,169.94,26,23.68
239.06,170.3,25.9,23.6
236.51,170.3,25.94,23.62
233.68,169.66,25.9,23.59
231.57,168.97,26.02,23.7
231.05,167.05,26.02,23.7
231.03,162.62,26.13,23.8
230.9,157.62,26.22,23.88
232.54,155.12,26.18,23.85
236.39,158.76,26.02,23.7
239.59,163.36,25.83,23.53
240,167.39,25.84,23.55
240.76,171.42,25.88,23.57
241.9,172.8,25.86,23.55
243.07,173.29,25.74,23.45
243.84,174.24,25.66,23.37
243.33,177.49,25.8,23.5
242.76,179.73,25.9,23.6
241.39,180.34,26.14,23.81
239.18,177.56,26.08,23.76
236.88,174.39,26.29,23.95
236.56,171,26.42,24.07
238.22,169.09,26.27,23.94
240.09,169.42,26.26,23.92
242.01,167.84,26.41,24.07
243.48,167.58,26.35,24.01
244.79,169.28,26.45,24.1
245.83,171.61,26.51,24.15
245.83,172.74,26.37,24.02
244.6,174.29,26.2,23.87
244.59,173.82,25.93,23.63
244.16,169.89,25.98,23.67
242.01,166.18,26.18,23.85
239.85,165.44,26.31,23.97
238.88,166.64,26.22,23.89
237.65,168,26.2,23.87
237.7,171.15,26.16,23.83
239.65,171.72,26.01,23.69
241.71,171.85,26.18,23.84
243.12,170.54,26.1,23.79
244.16,167.54,26.12,23.8
245.97,166.4,26.04,23.73
248.68,166.64,26.35,24
250.3,169.58,26.45,24.1
249.59,174.44,26.36,24.01
247.92,179.35,26.36,24.01
246.87,183.77,26.34,24
245.63,188.04,26.39,24.04
244.12,189.44,26.38,24.03
243.45,187.87,26.62,24.26
244.3,186.14,26.81,24.42
246.03,187.1,27.15,24.74
247.83,186.8,27.08,24.67
249.27,183.96,27.33,24.9
249.75,178.95,27.18,24.77
249.15,174.13,27.75,25.28
249.86,170.95,27.69,25.24
251.15,170.33,27.61,25.16
251.37,170.58,27.79,25.33
250.46,174.2,27.68,25.22
248.46,176.73,27.71,25.25
246.6,176.62,27.69,25.24
245.87,175.25,27.89,25.41
245.88,172.03,28.01,25.53
246.05,167.15,27.95,25.47
246.46,164.85,28.22,25.71
246.57,164.92,28.33,25.82
245.58,164.44,28.26,25.75
244.5,165.23,28.06,25.58
243.59,166.92,28.09,25.6
243.43,169.74,28.21,25.71
243.15,171.58,28.22,25.71
242.57,172.5,28.3,25.79
243.31,173.15,28.63,26.08
245.27,176.08,28.74,26.2
247.61,177.82,28.81,26.26
249.6,178.91,28.81,26.26
251.11,179.32,29.09,26.51
252.52,179.59,29.02,26.45
251.69,177.2,29.05,26.48
250.46,174.99,29.34,26.74
249.46,174.06,29.28,26.68
248.18,173.08,29.57,26.95
246.53,173.01,29.54,26.92
245.23,173.12,29.6,26.98
244.16,171.93,29.47,26.86
243.04,168.93,29.4,26.8
243.09,165.14,29.42,26.82
244.15,162.59,29.53,26.92
